Date,SKU_ID,Warehouse_ID,Supplier_ID,Region,Units_Sold,Inventory_Level,Supplier_Lead_Time_Days,Reorder_Point,Order_Quantity,Unit_Cost,Unit_Price,Promotion_Flag,Stockout_Flag,Demand_Forecast,Lag_1,Lag_7,Rolling_Mean_7,Rolling_Mean_30,Rolling_Std_7,DayOfWeek,Month,DayOfMonth,DayOfYear,IsWeekend,Month_Sin,Month_Cos,DayOfYear_Sin,DayOfYear_Cos,Price_Cost_Ratio,Below_Reorder_Point
2024-01-23,SKU_1,WH_1,SUP_8,West,20.0,548.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,21.0,28.0,19.0,23.571428571428573,,4.353433237386435,1.0,1.0,23.0,23.0,0,0.49999999999999994,0.8660254037844387,0.38566340624360707,0.9226395488404876,1.468100358422939,0
2024-01-24,SKU_1,WH_1,SUP_8,West,24.0,524.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,23.1,20.0,26.0,23.714285714285715,,4.191828786034629,2.0,1.0,24.0,24.0,0,0.49999999999999994,0.8660254037844387,0.401487989205973,0.9158642882672872,1.468100358422939,0
2024-01-25,SKU_1,WH_1,SUP_8,East,20.0,504.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,21.27,24.0,22.0,23.428571428571427,,4.076646614442757,3.0,1.0,25.0,25.0,0,0.49999999999999994,0.8660254037844387,0.4171936026123168,0.9088176373395029,1.468100358422939,0
2024-01-26,SKU_1,WH_1,SUP_8,West,20.0,484.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,22.23,20.0,28.0,23.142857142857142,,4.259443290250162,4.0,1.0,26.0,26.0,0,0.49999999999999994,0.8660254037844387,0.4327755925504312,0.901501684131884,1.468100358422939,0
2024-01-27,SKU_1,WH_1,SUP_8,South,28.0,456.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,29.08,20.0,17.0,22.0,,3.7859388972001793,5.0,1.0,27.0,27.0,1,0.49999999999999994,0.8660254037844387,0.4482293417404106,0.893918596519257,1.468100358422939,0
2024-01-28,SKU_1,WH_1,SUP_8,West,29.0,427.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,29.99,28.0,25.0,23.571428571428573,,3.6449573777637325,6.0,1.0,28.0,28.0,1,0.49999999999999994,0.8660254037844387,0.4635502709028509,0.886070621534138,1.468100358422939,0
2024-01-29,SKU_1,WH_1,SUP_8,West,29.0,398.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,28.37,29.0,28.0,24.142857142857142,,4.180453381654968,0.0,1.0,29.0,29.0,0,0.49999999999999994,0.8660254037844387,0.47873384011578846,0.8779600847008882,1.468100358422939,0
2024-01-30,SKU_1,WH_1,SUP_8,North,23.0,375.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,25.02,29.0,20.0,24.285714285714285,,4.347960660443225,1.0,1.0,30.0,30.0,0,0.49999999999999994,0.8660254037844387,0.4937755501599772,0.869589389346611,1.468100358422939,1
2024-01-31,SKU_1,WH_1,SUP_8,West,18.0,754.0,14.0,379.0,397.0,13.95,20.48,0.0,0.0,14.94,23.0,24.0,24.714285714285715,23.233333333333334,3.988077469754303,2.0,1.0,31.0,31.0,0,0.49999999999999994,0.8660254037844387,0.5086709438521044,0.8609610158889943,1.468100358422939,0
2024-02-01,SKU_1,WH_1,SUP_8,South,34.0,720.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,33.54,18.0,20.0,23.857142857142858,23.5,4.740906081772814,3.0,2.0,1.0,32.0,0,0.8660254037844386,0.5000000000000001,0.5234156073655503,0.8520775211013093,1.468100358422939,0
2024-02-02,SKU_1,WH_1,SUP_8,West,24.0,696.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,25.21,34.0,20.0,25.857142857142858,24.066666666666666,5.6987885095159,4.0,2.0,2.0,33.0,0,0.8660254037844386,0.5000000000000001,0.5380051715382996,0.8429415373547828,1.468100358422939,0
2024-02-03,SKU_1,WH_1,SUP_8,South,22.0,674.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,21.56,24.0,28.0,26.428571428571427,23.7,5.191568255583367,5.0,2.0,3.0,34.0,1,0.8660254037844386,0.5000000000000001,0.5524353131676196,0.8335557718385699,1.468100358422939,0
2024-02-04,SKU_1,WH_1,SUP_8,North,32.0,642.0,14.0,379.0,0.0,13.95,20.48,1.0,0.0,26.98,22.0,29.0,25.571428571428573,23.633333333333333,5.3807416730763915,6.0,2.0,4.0,35.0,1,0.8660254037844386,0.5000000000000001,0.5667017562911176,0.8239230057575542,1.468100358422939,0
2024-02-05,SKU_1,WH_1,SUP_8,East,25.0,617.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,26.03,32.0,29.0,26.0,24.0,5.8022983951764004,0.0,2.0,5.0,36.0,0,0.8660254037844386,0.5000000000000001,0.5808002734538009,0.8140460935082178,1.468100358422939,0
2024-02-06,SKU_1,WH_1,SUP_8,South,24.0,593.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,24.9,25.0,23.0,25.428571428571427,24.233333333333334,5.652643713553944,1.0,2.0,6.0,37.0,0,0.8660254037844386,0.5000000000000001,0.5947266869607634,0.8039279618328213,1.468100358422939,0
2024-02-07,SKU_1,WH_1,SUP_8,East,35.0,558.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,29.18,24.0,18.0,25.571428571428573,24.4,5.593363414414824,2.0,2.0,7.0,38.0,0,0.8660254037844386,0.5000000000000001,0.6084768701151261,0.7935716089521474,1.468100358422939,0
2024-02-08,SKU_1,WH_1,SUP_8,East,22.0,536.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,24.32,35.0,34.0,28.0,24.8,5.446711546122729,3.0,2.0,8.0,39.0,0,0.8660254037844386,0.5000000000000001,0.6220467484408675,0.7829801036770628,1.468100358422939,0
2024-02-09,SKU_1,WH_1,SUP_8,South,28.0,508.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,27.93,22.0,24.0,26.285714285714285,24.7,5.122313465427045,4.0,2.0,9.0,40.0,0,0.8660254037844386,0.5000000000000001,0.6354323008901774,0.7721565844991642,1.468100358422939,0
2024-02-10,SKU_1,WH_1,SUP_8,North,21.0,487.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,19.3,28.0,22.0,26.857142857142858,24.8,5.047394424471943,5.0,2.0,10.0,41.0,1,0.8660254037844386,0.5000000000000001,0.6486295610349814,0.7611042586607747,1.468100358422939,0
2024-02-11,SKU_1,WH_1,SUP_8,South,21.0,466.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,18.95,21.0,32.0,26.714285714285715,24.733333333333334,5.2190128605029535,6.0,2.0,11.0,42.0,1,0.8660254037844386,0.5000000000000001,0.6616346182422783,0.7498264012045686,1.468100358422939,0
2024-02-12,SKU_1,WH_1,SUP_8,West,29.0,437.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,25.33,21.0,25.0,25.142857142857142,24.466666666666665,5.014265364224067,0.0,2.0,12.0,43.0,0,0.8660254037844386,0.5000000000000001,0.6744436188329455,0.7383263540031065,1.468100358422939,0
2024-02-13,SKU_1,WH_1,SUP_8,West,37.0,400.0,14.0,379.0,0.0,13.95,20.48,1.0,0.0,29.59,29.0,24.0,25.714285714285715,24.6,5.219012860502953,1.0,2.0,13.0,44.0,0,0.8660254037844386,0.5000000000000001,0.6870527672236669,0.7266075247685656,1.468100358422939,0
2024-02-14,SKU_1,WH_1,SUP_8,East,23.0,377.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,22.03,37.0,35.0,27.571428571428573,24.966666666666665,6.6296591882525115,2.0,2.0,14.0,45.0,0,0.8660254037844386,0.5000000000000001,0.6994583270516471,0.7146733860429609,1.468100358422939,1
2024-02-15,SKU_1,WH_1,SUP_8,South,21.0,699.0,14.0,379.0,343.0,13.95,20.48,0.0,0.0,23.22,23.0,22.0,25.857142857142858,25.1,5.899959644736885,3.0,2.0,15.0,46.0,0,0.8660254037844386,0.5000000000000001,0.7116566222817746,0.7025274741691571,1.468100358422939,0
2024-02-16,SKU_1,WH_1,SUP_8,North,23.0,676.0,14.0,379.0,0.0,13.95,20.48,1.0,0.0,23.36,21.0,28.0,25.714285714285715,25.166666666666668,6.019808571549034,4.0,2.0,16.0,47.0,0,0.8660254037844386,0.5000000000000001,0.7236440382959124,0.6901733882429719,1.468100358422939,0
2024-02-17,SKU_1,WH_1,SUP_8,East,20.0,656.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,23.57,23.0,21.0,25.0,25.066666666666666,5.999999999999998,5.0,2.0,17.0,48.0,1,0.8660254037844386,0.5000000000000001,0.7354170229639855,0.6776147890466889,1.468100358422939,0
2024-02-18,SKU_1,WH_1,SUP_8,South,28.0,628.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,28.32,20.0,21.0,24.857142857142858,25.0,6.1217800088038485,6.0,2.0,18.0,49.0,1,0.8660254037844386,0.5000000000000001,0.7469720876965552,0.6648553979642865,1.468100358422939,0
2024-02-19,SKU_1,WH_1,SUP_8,West,24.0,604.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,24.7,28.0,29.0,25.857142857142858,25.0,5.956189257922422,0.0,2.0,19.0,50.0,0,0.8660254037844386,0.5000000000000001,0.7583058084785624,0.6518989958787126,1.468100358422939,0
2024-02-20,SKU_1,WH_1,SUP_8,West,31.0,573.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,36.37,24.0,37.0,25.142857142857142,25.233333333333334,5.8145957563293935,1.0,2.0,20.0,51.0,0,0.8660254037844386,0.5000000000000001,0.7694148268839378,0.6387494220515272,1.468100358422939,0
2024-02-21,SKU_1,WH_1,SUP_8,South,28.0,545.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,24.35,31.0,23.0,24.285714285714285,25.433333333333334,3.9036002917941284,2.0,2.0,21.0,52.0,0,0.8660254037844386,0.5000000000000001,0.7802958510707755,0.6254105729852463,1.468100358422939,0
2024-02-22,SKU_1,WH_1,SUP_8,West,27.0,518.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,25.85,28.0,21.0,25.0,25.433333333333334,4.082482904638627,3.0,2.0,22.0,53.0,0,0.8660254037844386,0.5000000000000001,0.7909456567567772,0.6118864012687243,1.468100358422939,0
2024-02-23,SKU_1,WH_1,SUP_8,North,32.0,486.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,33.24,27.0,23.0,25.857142857142858,25.666666666666668,3.7161167647860314,4.0,2.0,23.0,54.0,0,0.8660254037844386,0.5000000000000001,0.8013610881746766,0.5981809144059164,1.468100358422939,0
2024-02-24,SKU_1,WH_1,SUP_8,South,31.0,455.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,40.18,32.0,20.0,27.142857142857142,25.933333333333334,4.099941927579441,5.0,2.0,24.0,55.0,1,0.8660254037844386,0.5000000000000001,0.811539059007361,0.5842981736283684,1.468100358422939,0
2024-02-25,SKU_1,WH_1,SUP_8,East,32.0,423.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,31.28,31.0,28.0,28.714285714285715,26.3,2.8115408417381995,6.0,2.0,25.0,56.0,1,0.8660254037844386,0.5000000000000001,0.8214765533024142,0.5702422926917871,1.468100358422939,0
2024-02-26,SKU_1,WH_1,SUP_8,East,34.0,389.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,29.97,32.0,24.0,29.285714285714285,26.7,3.039423504234855,0.0,2.0,26.0,57.0,0,0.8660254037844386,0.5000000000000001,0.8311706263658079,0.5560174366570446,1.468100358422939,0
2024-02-27,SKU_1,WH_1,SUP_8,East,31.0,358.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,28.43,34.0,31.0,30.714285714285715,26.9,2.429971585175839,1.0,2.0,27.0,58.0,0,0.8660254037844386,0.5000000000000001,0.8406184056344782,0.5416278206559814,1.468100358422939,1
2024-02-28,SKU_1,WH_1,SUP_8,North,28.0,575.0,14.0,379.0,245.0,13.95,20.48,0.0,0.0,28.57,31.0,28.0,30.714285714285715,26.966666666666665,2.429971585175839,2.0,2.0,28.0,59.0,0,0.8660254037844386,0.5000000000000001,0.8498170915275278,0.5270777086423722,1.468100358422939,0
2024-02-29,SKU_1,WH_1,SUP_8,East,31.0,544.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,25.17,28.0,27.0,30.714285714285715,26.933333333333334,2.429971585175839,3.0,2.0,29.0,60.0,0,0.8660254037844386,0.5000000000000001,0.8587639582758029,0.5123714121284237,1.468100358422939,0
2024-03-01,SKU_1,WH_1,SUP_8,North,33.0,511.0,14.0,379.0,0.0,13.95,20.48,1.0,0.0,35.33,31.0,32.0,31.285714285714285,27.2,1.7994708216848996,4.0,3.0,1.0,61.0,0,1.0,6.123233995736766e-17,0.8674563547295968,0.49751328890718066,1.468100358422939,0
2024-03-02,SKU_1,WH_1,SUP_8,South,28.0,483.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,22.75,33.0,31.0,31.428571428571427,27.7,1.9023794624227082,5.0,3.0,2.0,62.0,1,1.0,6.123233995736766e-17,0.8758917051442429,0.48250774176121847,1.468100358422939,0
2024-03-03,SKU_1,WH_1,SUP_8,West,29.0,454.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,30.16,28.0,32.0,31.0,27.5,2.3094010767585207,6.0,3.0,3.0,63.0,1,1.0,6.123233995736766e-17,0.8840675099433636,0.4673592171580022,1.468100358422939,0
2024-03-04,SKU_1,WH_1,SUP_8,East,32.0,422.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,28.76,29.0,34.0,30.571428571428573,27.666666666666668,2.370453040886423,0.0,3.0,4.0,64.0,0,1.0,6.123233995736766e-17,0.8919813464595485,0.45207220393230435,1.468100358422939,0
2024-03-05,SKU_1,WH_1,SUP_8,North,34.0,388.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,34.15,32.0,31.0,30.285714285714285,28.0,1.9760470401187238,1.0,3.0,5.0,65.0,0,1.0,6.123233995736766e-17,0.8996308696522433,0.43665123195606403,1.468100358422939,0
2024-03-06,SKU_1,WH_1,SUP_8,East,31.0,357.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,28.82,34.0,28.0,30.714285714285715,28.066666666666666,2.429971585175839,2.0,3.0,6.0,66.0,0,1.0,6.123233995736766e-17,0.9070138128026359,0.4211008707960896,1.468100358422939,1
2024-03-07,SKU_1,WH_1,SUP_8,West,31.0,538.0,14.0,379.0,212.0,13.95,20.48,0.0,0.0,32.54,31.0,31.0,31.142857142857142,28.266666666666666,2.115700942049835,3.0,3.0,7.0,67.0,0,1.0,6.123233995736766e-17,0.9141279881853337,0.40542572835999735,1.468100358422939,0
2024-03-08,SKU_1,WH_1,SUP_8,North,36.0,502.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,36.02,31.0,33.0,31.142857142857142,28.5,2.115700942049835,4.0,3.0,8.0,68.0,0,1.0,6.123233995736766e-17,0.9209712877166346,0.38963044953078796,1.468100358422939,0
2024-03-09,SKU_1,WH_1,SUP_8,East,26.0,476.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,25.62,36.0,28.0,31.571428571428573,28.533333333333335,2.760262237369433,5.0,3.0,9.0,69.0,1,1.0,6.123233995736766e-17,0.9275416835791966,0.37371971479046906,1.468100358422939,0
2024-03-10,SKU_1,WH_1,SUP_8,East,25.0,451.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,24.29,26.0,29.0,31.285714285714285,28.666666666666668,3.251373336211739,6.0,3.0,10.0,70.0,1,1.0,6.123233995736766e-17,0.9338372288229252,0.35769823883312546,1.468100358422939,0
2024-03-11,SKU_1,WH_1,SUP_8,South,24.0,427.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,22.63,25.0,32.0,30.714285714285715,28.566666666666666,3.988077469754314,0.0,3.0,11.0,71.0,0,1.0,6.123233995736766e-17,0.9398560579418954,0.3415707691678556,1.468100358422939,0
2024-03-12,SKU_1,WH_1,SUP_8,West,27.0,400.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,27.24,24.0,34.0,29.571428571428573,28.666666666666668,4.649628761422536,1.0,3.0,12.0,72.0,0,1.0,6.123233995736766e-17,0.9455963874271426,0.3253420847119801,1.468100358422939,0
2024-03-13,SKU_1,WH_1,SUP_8,North,31.0,369.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,25.36,27.0,31.0,28.571428571428573,28.866666666666667,4.276179870598793,2.0,3.0,13.0,73.0,0,1.0,6.123233995736766e-17,0.9510565162951535,0.30901699437494745,1.468100358422939,1
2024-03-14,SKU_1,WH_1,SUP_8,East,25.0,548.0,14.0,379.0,204.0,13.95,20.48,0.0,0.0,27.04,31.0,31.0,28.571428571428573,28.933333333333334,4.276179870598793,3.0,3.0,14.0,74.0,0,1.0,6.123233995736766e-17,0.9562348265919056,0.29260033563334836,1.468100358422939,0
2024-03-15,SKU_1,WH_1,SUP_8,East,29.0,519.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,27.05,25.0,36.0,27.714285714285715,28.533333333333335,4.3094580368566735,4.0,3.0,15.0,75.0,0,1.0,6.123233995736766e-17,0.9611297838723007,0.27609697309746883,1.468100358422939,0
2024-03-16,SKU_1,WH_1,SUP_8,East,29.0,490.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,27.54,29.0,26.0,26.714285714285715,28.733333333333334,2.4976179127511116,5.0,3.0,16.0,76.0,1,1.0,6.123233995736766e-17,0.9657399376548549,0.2595117970697999,1.468100358422939,0
2024-03-17,SKU_1,WH_1,SUP_8,South,25.0,465.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,29.98,29.0,25.0,27.142857142857142,29.0,2.609506430251476,6.0,3.0,17.0,77.0,1,1.0,6.123233995736766e-17,0.9700639218515071,0.2428497220959356,1.468100358422939,0
2024-03-18,SKU_1,WH_1,SUP_8,South,27.0,438.0,14.0,379.0,0.0,13.95,20.48,1.0,0.0,25.97,25.0,24.0,27.142857142857142,29.066666666666666,2.609506430251476,0.0,3.0,18.0,78.0,0,1.0,6.123233995736766e-17,0.9741004551724205,0.22611568550828828,1.468100358422939,0
2024-03-19,SKU_1,WH_1,SUP_8,West,23.0,415.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,25.75,27.0,27.0,27.571428571428573,29.3,2.225394561056748,1.0,3.0,19.0,79.0,0,1.0,6.123233995736766e-17,0.9778483415056568,0.20931464596304847,1.468100358422939,0
2024-03-20,SKU_1,WH_1,SUP_8,North,25.0,390.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,30.77,23.0,31.0,27.0,29.133333333333333,2.828427124746187,2.0,3.0,20.0,80.0,0,1.0,6.123233995736766e-17,0.9813064702716093,0.19245158197082998,1.468100358422939,0
2024-03-21,SKU_1,WH_1,SUP_8,North,26.0,364.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,22.16,25.0,25.0,26.142857142857142,29.166666666666668,2.2677868380553536,3.0,3.0,21.0,81.0,0,1.0,6.123233995736766e-17,0.9844738167520922,0.1755314904214282,1.468100358422939,1
2024-03-22,SKU_1,WH_1,SUP_8,North,26.0,584.0,14.0,379.0,246.0,13.95,20.48,0.0,0.0,25.21,26.0,29.0,26.285714285714285,29.0,2.214669705568274,4.0,3.0,22.0,82.0,0,1.0,6.123233995736766e-17,0.9873494423939864,0.15855938510313478,1.468100358422939,0
2024-03-23,SKU_1,WH_1,SUP_8,South,27.0,557.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,30.29,26.0,29.0,25.857142857142858,28.933333333333334,1.864454471471594,5.0,3.0,23.0,83.0,1,1.0,6.123233995736766e-17,0.989932495087353,0.141540295217043,1.468100358422939,0
2024-03-24,SKU_1,WH_1,SUP_8,North,38.0,519.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,33.71,27.0,25.0,25.571428571428573,28.933333333333334,1.39727626201152,6.0,3.0,24.0,84.0,1,1.0,6.123233995736766e-17,0.9922222094179323,0.12447926388678915,1.468100358422939,0
2024-03-25,SKU_1,WH_1,SUP_8,West,29.0,490.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,31.27,38.0,27.0,27.428571428571427,29.133333333333333,4.859943170351647,0.0,3.0,25.0,85.0,0,1.0,6.123233995736766e-17,0.994217906893952,0.10738134666416309,1.468100358422939,0
2024-03-26,SKU_1,WH_1,SUP_8,West,28.0,462.0,14.0,379.0,0.0,13.95,20.48,0.0,0.0,28.18,29.0,23.0,27.714285714285715,29.066666666666666,4.889249625940765,1.0,3.0,26.0,86.0,0,1.0,6.123233995736766e-17,0.995918996147179,0.09025161003104117,1.468100358422939,0
